index,item_identifier,item_weight,item_type,item_fat_content,item_mrp,item_visibility,outlet_identifier,outlet_establishment_year,outlet_size_str,outlet_size_num,outlet_location_type,outlet_type,item_outlet_sales,outlet_item_revenue
192,FDA08,11.85,Fruits and Vegetables,Regular,164.1526,0.050186726,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3124.5994,512911.12
193,FDT43,16.35,Fruits and Vegetables,Low Fat,50.1324,0.020631654,OUT018,2009,medium,2,Tier 3,Supermarket Type2,467.3916,23431.46
194,NCX06,12.6,Household,Low Fat,182.5976,0.01561108,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5070.7328,925903.64
195,FDT20,10.5,Fruits and Vegetables,Low Fat,37.6164,0.041395445,OUT046,1997,small,1,Tier 1,Supermarket Type1,540.6296,20336.54
196,FDB41,19.0,Frozen Foods,Regular,48.0718,0.097313129,OUT046,1997,small,1,Tier 1,Supermarket Type1,992.7078,47721.25
197,NCN55,14.6,Others,Low Fat,238.8538,0.059582996,OUT049,1999,medium,2,Tier 1,Supermarket Type1,6008.845,1435235.46
198,FDE40,12.6,Dairy,Regular,62.9194,0.098663652,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2105.2596,132461.67
199,FDX49,12.6,Canned,Regular,232.63,0.101338651,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5359.69,1246824.68
200,NCM53,18.75,Health and Hygiene,Low Fat,104.628,0.052146456,OUT045,2002,medium,2,Tier 2,Supermarket Type1,745.696,78020.68
201,FDE36,5.26,Baking Goods,Regular,161.8868,0.041764487,OUT035,2004,small,1,Tier 2,Supermarket Type1,3275.736,530298.42
202,FDN57,18.25,Snack Foods,Low Fat,140.2154,0.054344186,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1701.7848,238616.44
203,FDI24,12.6,Baking Goods,Low Fat,177.937,0.078362484,OUT027,1985,medium,2,Tier 3,Supermarket Type3,6704.606,1192997.48
204,FDI19,15.1,Meat,Low Fat,242.7512,0.052339069,OUT046,1997,small,1,Tier 1,Supermarket Type1,4119.9704,1000127.76
205,FDF24,15.5,Baking Goods,Regular,81.5934,0.042464962,OUT010,1998,medium,2,Tier 3,Grocery Store,327.5736,26727.84
206,FDG52,13.65,Frozen Foods,Low Fat,45.7402,0.065732883,OUT049,1999,medium,2,Tier 1,Supermarket Type1,780.9834,35722.34
207,DRF36,16.1,Soft Drinks,Low Fat,189.3846,0.023625114,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3630.6074,687581.13
208,FDS45,12.6,Snack Foods,Regular,107.3622,0.051643608,OUT019,1985,small,1,Tier 1,Grocery Store,317.5866,34096.8
209,FDX40,12.85,Frozen Foods,Low Fat,39.7164,0.165694219,OUT010,1998,medium,2,Tier 3,Grocery Store,231.6984,9202.23
210,DRK12,9.5,Soft Drinks,Low Fat,32.99,0.041878397,OUT035,2004,small,1,Tier 2,Supermarket Type1,133.16,4392.95
211,DRC27,13.8,Dairy,Low Fat,245.1802,0.058091482,OUT035,2004,small,1,Tier 2,Supermarket Type1,5650.6446,1385426.17
212,FDL58,5.78,Snack Foods,Regular,263.7568,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2636.568,695412.74
213,NCD30,19.7,Household,Low Fat,96.0726,0.026903714,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1272.3438,122237.38
214,NCZ54,14.65,Household,Low Fat,161.5552,0.0,OUT010,1998,medium,2,Tier 3,Grocery Store,324.9104,52490.96
215,FDE10,6.67,Snack Foods,Regular,130.0626,0.150554711,OUT010,1998,medium,2,Tier 3,Grocery Store,131.1626,17059.35
216,FDR44,6.11,Fruits and Vegetables,Regular,131.2968,0.0,OUT010,1998,medium,2,Tier 3,Grocery Store,260.9936,34267.62
217,FDP28,13.65,Frozen Foods,Regular,260.0936,0.134975628,OUT010,1998,medium,2,Tier 3,Grocery Store,260.9936,67882.77
218,FDX15,17.2,Meat,Low Fat,160.6578,0.15616879,OUT013,1987,high,3,Tier 3,Supermarket Type1,3690.5294,592912.33
219,FDA39,6.32,Meat,Low Fat,40.2822,0.0,OUT035,2004,small,1,Tier 2,Supermarket Type1,1139.1838,45888.83
220,FDY24,4.88,Baking Goods,Regular,52.9298,0.133700752,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1995.4026,105616.26
221,FDC60,5.425,Baking Goods,Regular,88.3514,0.115119905,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1416.8224,125178.24
222,FDH28,15.85,Frozen Foods,Regular,37.2506,0.110030997,OUT046,1997,small,1,Tier 1,Supermarket Type1,265.6542,9895.78
223,FDT25,7.5,Canned,Low Fat,121.7072,0.051038045,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3552.7088,432390.24
224,DRJ13,12.65,Soft Drinks,Low Fat,161.5578,0.062837968,OUT013,1987,high,3,Tier 3,Supermarket Type1,2406.867,388848.14
225,NCO07,12.6,Others,Low Fat,211.956,0.017116983,OUT019,1985,small,1,Tier 1,Grocery Store,213.056,45158.5
226,FDW20,20.75,Fruits and Vegetables,Low Fat,124.173,0.024129332,OUT013,1987,high,3,Tier 3,Supermarket Type1,2956.152,367074.26
227,DRF27,12.6,Dairy,Low Fat,152.134,0.049754975,OUT019,1985,small,1,Tier 1,Grocery Store,153.134,23296.89
228,FDS49,9.0,Canned,Low Fat,79.7644,0.0,OUT035,2004,small,1,Tier 2,Supermarket Type1,1649.8524,131599.49
229,FDX25,12.6,Canned,Low Fat,181.9292,0.101561568,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3101.2964,564216.37
230,NCX42,12.6,Household,Low Fat,165.6526,0.005949644,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4769.1254,790018.02
231,FDG33,12.6,Seafood,Regular,170.4764,0.13956116,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3435.528,585676.45
232,FDL56,14.1,Fruits and Vegetables,Low Fat,86.4198,0.126035694,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1133.8574,97987.73
233,FDF14,7.55,Canned,Low Fat,152.334,0.027164679,OUT035,2004,small,1,Tier 2,Supermarket Type1,2603.278,396567.75
234,NCD06,13.0,Household,Low Fat,45.406,0.099325278,OUT046,1997,small,1,Tier 1,Supermarket Type1,605.878,27510.5
235,DRM47,12.6,Hard Drinks,Low Fat,192.8846,0.04357366,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2293.0152,442287.32
236,FDS46,12.6,Snack Foods,Regular,118.7782,0.082741482,OUT019,1985,small,1,Tier 1,Grocery Store,119.1782,14155.77
237,FDB35,12.3,Starchy Foods,Regular,92.9804,0.064565202,OUT013,1987,high,3,Tier 3,Supermarket Type1,1929.4884,179404.6
238,FDX21,12.6,Snack Foods,Low Fat,109.8912,0.084554569,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2074.6328,227983.89
239,NCU05,12.6,Health and Hygiene,Low Fat,79.9618,0.058451805,OUT027,1985,medium,2,Tier 3,Supermarket Type3,241.6854,19325.6
240,NCR38,17.25,Household,Low Fat,251.3724,0.113748685,OUT045,2002,medium,2,Tier 2,Supermarket Type1,6795.1548,1708114.37
241,NCR18,15.85,Household,Low Fat,42.7112,0.020603511,OUT017,2007,medium,2,Tier 2,Supermarket Type1,639.168,27299.63
242,NCU41,18.85,Health and Hygiene,Low Fat,192.1846,0.052044976,OUT035,2004,small,1,Tier 2,Supermarket Type1,3248.4382,624299.8
243,FDY56,16.35,Fruits and Vegetables,Regular,227.6062,0.062764429,OUT017,2007,medium,2,Tier 2,Supermarket Type1,7222.5984,1643908.18
244,DRJ51,14.1,Dairy,Low Fat,229.0668,0.087977262,OUT035,2004,small,1,Tier 2,Supermarket Type1,3225.1352,738771.4
245,FDK21,7.905,Snack Foods,Low Fat,249.0408,0.010010425,OUT035,2004,small,1,Tier 2,Supermarket Type1,3755.112,935176.1
246,FDY25,12.0,Canned,Low Fat,179.3976,0.033946163,OUT013,1987,high,3,Tier 3,Supermarket Type1,3440.8544,617281.02
247,FDU44,12.15,Fruits and Vegetables,Regular,163.4552,0.058414678,OUT035,2004,small,1,Tier 2,Supermarket Type1,974.7312,159324.88
248,FDL43,10.1,Meat,Low Fat,75.367,0.027106459,OUT049,1999,medium,2,Tier 1,Supermarket Type1,535.969,40394.38
249,FDF05,17.5,Frozen Foods,Low Fat,262.491,0.027022883,OUT017,2007,medium,2,Tier 2,Supermarket Type1,5259.82,1380655.41
250,DRF15,12.6,Dairy,Low Fat,152.034,0.058153409,OUT019,1985,small,1,Tier 1,Grocery Store,306.268,46563.15
251,FDL20,17.1,Fruits and Vegetables,Low Fat,112.3886,0.128937661,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1779.0176,199941.3
252,FDV32,7.785,Fruits and Vegetables,Low Fat,61.451,0.088846306,OUT049,1999,medium,2,Tier 1,Supermarket Type1,759.012,46642.05
253,FDJ34,11.8,Snack Foods,Regular,125.9704,0.09357779,OUT013,1987,high,3,Tier 3,Supermarket Type1,1877.556,236516.48
254,FDG08,13.15,Fruits and Vegetables,Regular,171.8764,0.165694678,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3779.0808,649534.8
255,FDQ04,12.6,Frozen Foods,Low Fat,41.5796,0.148392623,OUT019,1985,small,1,Tier 1,Grocery Store,41.2796,1716.39
256,FDW13,8.5,Canned,Low Fat,51.1324,0.098438394,OUT017,2007,medium,2,Tier 2,Supermarket Type1,259.662,13277.14
257,NCI17,8.645,Health and Hygiene,Low Fat,96.341,0.143303291,OUT013,1987,high,3,Tier 3,Supermarket Type1,193.082,18601.71
258,FDY03,17.6,Meat,Regular,110.9202,0.076276208,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1687.803,187211.45
259,FDS12,9.1,Baking Goods,Low Fat,127.5362,0.175103435,OUT017,2007,medium,2,Tier 2,Supermarket Type1,4655.9394,593800.82
260,FDJ55,12.8,Meat,Regular,225.9404,0.023511371,OUT013,1987,high,3,Tier 3,Supermarket Type1,4950.8888,1118605.8
261,DRK01,7.63,Soft Drinks,Low Fat,95.4436,0.06105276,OUT035,2004,small,1,Tier 2,Supermarket Type1,1418.154,135353.72
262,FDG28,9.285,Frozen Foods,Regular,246.4144,0.049559042,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1225.072,301875.38
263,FDY38,13.6,Dairy,Regular,231.03,0.119418124,OUT045,2002,medium,2,Tier 2,Supermarket Type1,5359.69,1238249.18
264,FDN01,8.895,Breakfast,Low Fat,176.237,0.072545601,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1764.37,310947.28
265,NCR54,16.35,Household,Low Fat,195.211,0.090486828,OUT013,1987,high,3,Tier 3,Supermarket Type1,2553.343,498440.64
266,FDG29,17.6,Frozen Foods,Low Fat,43.3454,0.056245075,OUT013,1987,high,3,Tier 3,Supermarket Type1,1006.6896,43635.36
267,FDG24,7.975,Baking Goods,Low Fat,85.225,0.014618973,OUT013,1987,high,3,Tier 3,Supermarket Type1,1081.925,92207.06
268,FDG59,15.85,Starchy Foods,Low Fat,36.7164,0.043479126,OUT017,2007,medium,2,Tier 2,Supermarket Type1,308.9312,11342.84
269,FDM28,15.7,Frozen Foods,Low Fat,178.666,0.045166237,OUT013,1987,high,3,Tier 3,Supermarket Type1,2516.724,449653.01
270,FDW04,8.985,Frozen Foods,Regular,128.831,0.057827101,OUT046,1997,small,1,Tier 1,Supermarket Type1,1428.141,183988.83
271,FDS26,20.35,Dairy,Low Fat,260.1594,0.089394766,OUT013,1987,high,3,Tier 3,Supermarket Type1,2093.2752,544585.22
272,FDQ56,6.59,Fruits and Vegetables,Low Fat,85.6908,0.10550944,OUT013,1987,high,3,Tier 3,Supermarket Type1,1929.4884,165339.4
273,FDK51,19.85,Dairy,Low Fat,264.0884,0.005234153,OUT035,2004,small,1,Tier 2,Supermarket Type1,5829.7448,1539567.98
274,FDL22,16.85,Snack Foods,Low Fat,91.4488,0.036390174,OUT046,1997,small,1,Tier 1,Supermarket Type1,2082.6224,190453.32
275,FDH19,12.6,Meat,Low Fat,173.1738,0.03292824,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7298.4996,1263908.91
276,FDY55,16.75,Fruits and Vegetables,Low Fat,256.4988,0.081252534,OUT013,1987,high,3,Tier 3,Supermarket Type1,7452.9652,1911676.63
277,FDY03,17.6,Meat,Regular,110.5202,0.076552407,OUT017,2007,medium,2,Tier 2,Supermarket Type1,450.0808,49743.02
278,FDK21,7.905,Snack Foods,Low Fat,250.4408,0.016758569,OUT010,1998,medium,2,Tier 3,Grocery Store,500.6816,125391.1
279,FDZ10,12.6,Snack Foods,Low Fat,126.202,0.044248175,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3668.558,462979.36
280,FDZ32,7.785,Fruits and Vegetables,Regular,103.1964,0.038288087,OUT018,2009,medium,2,Tier 3,Supermarket Type2,736.3748,75991.23
281,NCZ18,7.825,Household,Low Fat,253.0698,0.186032678,OUT035,2004,small,1,Tier 2,Supermarket Type1,6088.0752,1540707.97
282,NCF07,12.6,Household,Low Fat,101.0016,0.031867464,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2125.2336,214651.99
283,DRE49,20.75,Soft Drinks,Low Fat,153.0024,0.021370201,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2277.036,348391.97
284,FDJ08,12.6,Fruits and Vegetables,Low Fat,190.3846,0.193772568,OUT019,1985,small,1,Tier 1,Grocery Store,573.2538,109138.7
285,FDT39,6.26,Meat,Regular,151.1366,0.009866049,OUT035,2004,small,1,Tier 2,Supermarket Type1,2267.049,342634.08
286,FDE08,18.2,Fruits and Vegetables,Low Fat,147.3734,0.082551042,OUT010,1998,medium,2,Tier 3,Grocery Store,296.9468,43762.06
287,NCD06,13.0,Household,Low Fat,46.306,0.099729888,OUT018,2009,medium,2,Tier 3,Supermarket Type2,559.272,25897.65
288,FDB57,20.25,Fruits and Vegetables,Regular,222.1772,0.018801549,OUT035,2004,small,1,Tier 2,Supermarket Type1,5559.43,1235178.59
289,NCT54,8.695,Household,Low Fat,95.5094,0.119721451,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1237.7222,118214.1
290,DRF49,7.27,Soft Drinks,Low Fat,113.5518,0.071222087,OUT045,2002,medium,2,Tier 2,Supermarket Type1,569.259,64640.38
291,FDM25,12.6,Breakfast,Regular,174.0712,0.060371962,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3866.9664,673127.48
292,FDF20,12.85,Fruits and Vegetables,Low Fat,198.4768,0.033287541,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1379.5376,273806.21
293,FDH27,7.075,Dairy,Low Fat,142.7128,0.05858462,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1869.5664,266811.06
294,FDV60,12.6,Baking Goods,Regular,196.211,0.11679292,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5499.508,1079063.96
295,FDY59,8.195,Baking Goods,Low Fat,94.3462,0.031452265,OUT049,1999,medium,2,Tier 1,Supermarket Type1,925.462,87313.82
296,FDK36,7.09,Baking Goods,Low Fat,47.9034,0.00721395,OUT035,2004,small,1,Tier 2,Supermarket Type1,583.2408,27939.22
297,NCM31,6.095,Others,Low Fat,141.4154,0.081196619,OUT046,1997,small,1,Tier 1,Supermarket Type1,1418.154,200548.82
298,FDE33,19.35,Fruits and Vegetables,Regular,80.2644,0.049916364,OUT017,2007,medium,2,Tier 2,Supermarket Type1,942.7728,75671.09
299,FDU36,6.15,Baking Goods,Low Fat,99.3384,0.04627095,OUT046,1997,small,1,Tier 1,Supermarket Type1,2364.9216,234927.53
300,FDV13,12.6,Canned,Regular,87.9856,0.02747716,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3251.7672,286108.69
301,FDV20,12.6,Fruits and Vegetables,Regular,125.2678,0.104704537,OUT019,1985,small,1,Tier 1,Grocery Store,254.3356,31860.06
302,NCQ54,17.7,Household,Low Fat,167.0474,0.012540003,OUT035,2004,small,1,Tier 2,Supermarket Type1,5895.659,984854.51
303,FDO23,17.85,Breads,Low Fat,93.7436,0.147023834,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1134.5232,106354.29
304,DRE60,9.395,Soft Drinks,Low Fat,224.972,0.159657596,OUT045,2002,medium,2,Tier 2,Supermarket Type1,7696.648,1731530.29
305,DRP47,15.75,Hard Drinks,Low Fat,250.5382,0.141398626,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2775.7202,695423.94
306,FDB21,7.475,Fruits and Vegetables,Low Fat,241.2854,0.148821808,OUT045,2002,medium,2,Tier 2,Supermarket Type1,5317.0788,1282933.49
307,FDR04,7.075,Frozen Foods,Low Fat,98.0068,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,874.8612,85742.35
308,FDX23,6.445,Baking Goods,Low Fat,92.6436,0.029691762,OUT046,1997,small,1,Tier 1,Supermarket Type1,1039.9796,96347.45
309,FDX19,19.1,Fruits and Vegetables,Low Fat,235.0958,0.096715523,OUT035,2004,small,1,Tier 2,Supermarket Type1,3038.0454,714231.71
310,FDD40,20.25,Dairy,Regular,193.6162,0.014790559,OUT035,2004,small,1,Tier 2,Supermarket Type1,3848.324,745097.87
311,FDA01,15.0,Canned,Regular,59.1904,0.054378253,OUT046,1997,small,1,Tier 1,Supermarket Type1,527.3136,31211.9
312,FDS33,6.67,Snack Foods,Regular,89.1514,0.123428594,OUT046,1997,small,1,Tier 1,Supermarket Type1,2390.8878,213150.99
313,FDM50,12.6,Canned,Regular,60.222,0.029943463,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1677.816,101041.44
314,FDB29,16.7,Frozen Foods,Regular,112.7176,0.052368061,OUT013,1987,high,3,Tier 3,Supermarket Type1,801.6232,90357.04
315,FDF46,7.07,Snack Foods,Low Fat,115.5834,0.093861144,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1267.0174,146446.18
316,FDA33,6.48,Snack Foods,Low Fat,148.0076,0.033968647,OUT045,2002,medium,2,Tier 2,Supermarket Type1,886.8456,131259.89
317,FDC08,19.0,Fruits and Vegetables,Regular,228.272,0.173154079,OUT010,1998,medium,2,Tier 3,Grocery Store,452.744,103348.78
318,FDB53,13.35,Frozen Foods,Low Fat,147.5392,0.139735226,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3877.6192,572100.83
319,FDY31,12.6,Fruits and Vegetables,Low Fat,146.6418,0.043351896,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4414.254,647314.15
320,DRQ35,12.6,Hard Drinks,Low Fat,122.4388,0.042086652,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5448.9072,667157.66
321,FDX36,9.695,Baking Goods,Regular,223.9404,0.12848269,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4950.8888,1108704.02
322,DRD13,15.0,Soft Drinks,Low Fat,62.6168,0.049357077,OUT017,2007,medium,2,Tier 2,Supermarket Type1,958.752,60033.98
323,FDC52,11.15,Dairy,Regular,149.9708,0.008326735,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1956.1204,293360.94
324,FDB45,20.85,Fruits and Vegetables,Low Fat,103.2306,0.021362955,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2404.2038,248187.4
325,NCK19,9.8,Others,Low Fat,194.3478,0.151420934,OUT010,1998,medium,2,Tier 3,Grocery Store,387.4956,75308.92
326,FDV51,16.35,Meat,Low Fat,165.0842,0.032511818,OUT013,1987,high,3,Tier 3,Supermarket Type1,994.7052,164210.11
327,FDZ35,9.6,Breads,Regular,101.299,0.022323658,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1754.383,177717.24
328,NCW17,12.6,Health and Hygiene,Low Fat,129.9994,0.019292355,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3340.9844,434325.97
329,FDV59,13.35,Breads,Low Fat,216.7166,0.048124443,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3918.8988,849290.42
330,DRH39,20.7,Dairy,Low Fat,76.367,0.09261307,OUT013,1987,high,3,Tier 3,Supermarket Type1,306.268,23388.77
331,FDN60,12.6,Baking Goods,Low Fat,158.4604,0.094697274,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4278.4308,677961.86
332,FDU55,16.2,Fruits and Vegetables,Low Fat,260.6278,0.035984104,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4425.5726,1153427.25
333,FDN58,12.6,Snack Foods,Regular,230.9984,0.056596985,OUT027,1985,medium,2,Tier 3,Supermarket Type3,9267.936,2140878.39
334,FDC41,12.6,Frozen Foods,Low Fat,76.867,0.2047,OUT019,1985,small,1,Tier 1,Grocery Store,229.701,17656.43
335,FDO01,12.6,Breakfast,Regular,129.3994,0.020618324,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2055.9904,266043.92
336,NCO43,5.5,Others,Low Fat,101.3016,0.04709821,OUT046,1997,small,1,Tier 1,Supermarket Type1,3339.6528,338312.17
337,FDQ07,15.1,Fruits and Vegetables,Regular,221.7456,0.087584126,OUT045,2002,medium,2,Tier 2,Supermarket Type1,6410.3224,1421460.79
338,FDF28,15.7,Frozen Foods,Regular,122.9046,0.038078899,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1992.0736,244835.01
339,FDM01,7.895,Breakfast,Regular,104.4332,0.095102092,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2870.9296,299820.37
340,FDY49,12.6,Canned,Regular,164.5184,0.011953902,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2807.0128,461805.25
341,FDR24,17.35,Baking Goods,Regular,88.183,0.062799379,OUT013,1987,high,3,Tier 3,Supermarket Type1,539.298,47556.92
342,NCY18,7.285,Household,Low Fat,174.3054,0.031125709,OUT013,1987,high,3,Tier 3,Supermarket Type1,4377.635,763045.42
343,NCY30,20.25,Household,Low Fat,180.9976,0.026005891,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2716.464,491673.46
344,FDJ22,12.6,Snack Foods,Low Fat,190.9504,0.09246392,OUT019,1985,small,1,Tier 1,Grocery Store,383.5008,73229.63
345,DRI37,15.85,Soft Drinks,Low Fat,59.5904,0.107765165,OUT049,1999,medium,2,Tier 1,Supermarket Type1,703.0848,41897.1
346,FDL27,6.17,Meat,Low Fat,66.3826,0.010647477,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1937.478,128614.83
347,NCO30,19.5,Household,Low Fat,182.2608,0.015749341,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3307.6944,602863.03
348,NCB07,19.2,Household,Low Fat,197.611,0.077628053,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3142.576,621007.59
349,FDX25,16.7,Canned,Low Fat,181.2292,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2554.0088,462860.97
350,FDP59,20.85,Breads,Regular,104.0648,0.056695731,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1869.5664,194556.05
351,FDR59,14.5,Breads,Regular,260.4594,0.063993068,OUT045,2002,medium,2,Tier 2,Supermarket Type1,5494.8474,1431184.66
352,FDT27,11.395,Meat,Regular,233.1616,0.069529262,OUT013,1987,high,3,Tier 3,Supermarket Type1,6093.4016,1420747.27
353,DRI01,7.97,Soft Drinks,Low Fat,174.0422,0.034452949,OUT046,1997,small,1,Tier 1,Supermarket Type1,2586.633,450183.3
354,FDU09,7.71,Snack Foods,Regular,55.2956,0.06670068,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1255.6988,69434.62
355,FDH26,19.25,Canned,Regular,141.7496,0.034699737,OUT046,1997,small,1,Tier 1,Supermarket Type1,4093.3384,580229.08
356,FDH27,7.075,Dairy,Low Fat,142.2128,0.058346939,OUT046,1997,small,1,Tier 1,Supermarket Type1,3163.8816,449944.46
357,FDN39,12.6,Meat,Regular,166.0816,0.065203103,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5033.448,835963.1
358,FDH40,11.6,Frozen Foods,Regular,79.9276,0.078929571,OUT046,1997,small,1,Tier 1,Supermarket Type1,1137.1864,90892.58
359,FDJ56,12.6,Fruits and Vegetables,Low Fat,98.77,0.182514881,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2696.49,266332.32
360,DRN47,12.1,Hard Drinks,Low Fat,178.566,0.016895293,OUT018,2009,medium,2,Tier 3,Supermarket Type2,898.83,160500.48
361,NCO17,10.0,Health and Hygiene,Low Fat,118.244,0.073379745,OUT046,1997,small,1,Tier 1,Supermarket Type1,2756.412,325929.18
362,FDX60,14.35,Baking Goods,Low Fat,81.896,0.08075758,OUT045,2002,medium,2,Tier 2,Supermarket Type1,878.856,71974.79
363,FDT22,10.395,Snack Foods,Low Fat,58.222,0.112271498,OUT049,1999,medium,2,Tier 1,Supermarket Type1,659.142,38376.57
364,FDX26,12.6,Dairy,Low Fat,182.6292,0.153741385,OUT019,1985,small,1,Tier 1,Grocery Store,182.4292,33316.9
365,FDG45,8.1,Fruits and Vegetables,Low Fat,211.4902,0.127929521,OUT013,1987,high,3,Tier 3,Supermarket Type1,3610.6334,763613.58
366,FDD44,8.05,Fruits and Vegetables,Regular,256.4646,0.07838564,OUT035,2004,small,1,Tier 2,Supermarket Type1,5153.292,1321636.97
367,FDS15,9.195,Meat,Regular,108.7596,0.078502143,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2588.6304,281538.41
368,FDL51,20.7,Dairy,Regular,212.5876,0.047684831,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1286.3256,273456.87
369,FDL32,15.7,Fruits and Vegetables,Regular,110.1544,0.123159656,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1230.3984,135533.8
370,FDZ07,12.6,Fruits and Vegetables,Regular,60.2194,0.0,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1733.7432,104404.98
371,NCW53,12.6,Health and Hygiene,Low Fat,193.8162,0.053392944,OUT019,1985,small,1,Tier 1,Grocery Store,384.8324,74586.75
372,NCA54,16.5,Household,Low Fat,180.0318,0.036715907,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3969.4996,714636.16
